altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,sol,tmax,tmed,tmin,velmedia
52.0,99.0,2015-10-16,08,24,Varias,12:10,06:30,1111X,SANTANDER,0.0,1011.3,1008.0,CANTABRIA,14.2,9.0,16.9,12.6,8.4,7.5
52.0,18.0,2015-10-17,00,Varias,23:40,23:40,03:20,1111X,SANTANDER,0.0,1008.0,1001.3,CANTABRIA,12.8,4.4,21.8,16.4,10.9,7.2
52.0,19.0,2015-10-18,11,03,00:00,01:20,19:50,1111X,SANTANDER,3.4,1005.2,1001.2,CANTABRIA,11.7,1.4,21.9,18.8,15.8,3.9
52.0,7.0,2015-10-19,24,Varias,Varias,00:20,23:40,1111X,SANTANDER,22.6,1011.5,1003.8,CANTABRIA,10.8,0.0,16.7,15.7,14.7,6.4
52.0,2.0,2015-10-20,Varias,00,13:10,Varias,Varias,1111X,SANTANDER,0.0,1019.8,1011.5,CANTABRIA,8.9,2.4,15.8,15.0,14.2,5.6
52.0,2.0,2015-10-21,10,16,05:40,15:40,Varias,1111X,SANTANDER,0.0,1018.3,1017.1,CANTABRIA,8.6,1.3,15.6,14.3,13.0,3.3
52.0,99.0,2015-10-22,10,04,Varias,11:10,23:59,1111X,SANTANDER,0.0,1019.2,1016.9,CANTABRIA,5.3,9.3,17.5,14.6,11.7,2.2
52.0,9.0,2015-10-23,00,23,11:20,10:50,05:30,1111X,SANTANDER,0.0,1017.5,1007.3,CANTABRIA,10.0,8.2,20.5,15.1,9.7,5.3
52.0,27.0,2015-10-24,Varias,00,02:00,12:10,00:30,1111X,SANTANDER,0.4,1017.7,1007.6,CANTABRIA,8.1,2.8,21.6,18.0,14.3,2.8
52.0,10.0,2015-10-25,00,24,16:10,23:59,03:40,1111X,SANTANDER,1.4,1017.8,1005.1,CANTABRIA,11.7,1.6,20.3,17.6,15.0,4.2
52.0,18.0,2015-10-26,00,22,07:10,14:00,23:59,1111X,SANTANDER,1.6,1005.1,999.3,CANTABRIA,16.1,4.6,24.0,19.8,15.7,7.5
52.0,31.0,2015-10-27,09,03,05:40,14:30,08:20,1111X,SANTANDER,2.4,1004.3,999.5,CANTABRIA,13.9,6.1,16.6,14.0,11.3,4.4
52.0,20.0,2015-10-28,21,01,00:40,10:50,06:00,1111X,SANTANDER,0.0,1007.7,1000.9,CANTABRIA,12.8,6.2,18.8,16.2,13.5,2.2
52.0,21.0,2015-10-29,11,03,23:10,10:30,00:00,1111X,SANTANDER,0.0,1009.1,1005.5,CANTABRIA,12.5,4.7,22.1,18.8,15.6,4.7
52.0,20.0,2015-10-30,11,03,03:50,12:00,23:50,1111X,SANTANDER,0.0,1008.0,1004.4,CANTABRIA,15.0,7.1,25.4,22.5,19.6,5.8
52.0,18.0,2015-10-31,24,01,08:40,14:20,23:40,1111X,SANTANDER,0.0,1014.6,1004.3,CANTABRIA,16.7,8.9,26.3,21.5,16.7,6.1
52.0,8.0,2015-11-01,08,24,20:20,16:40,07:00,1111X,SANTANDER,0.0,1016.4,1009.9,CANTABRIA,13.3,9.5,20.1,17.6,15.1,3.9
52.0,17.0,2015-11-02,00,24,23:20,08:30,19:30,1111X,SANTANDER,0.4,1009.9,1001.3,CANTABRIA,15.0,1.6,19.1,17.0,14.8,4.2
52.0,19.0,2015-11-03,24,06,04:30,Varias,22:10,1111X,SANTANDER,1.6,1011.9,1000.7,CANTABRIA,15.8,0.0,16.8,15.4,14.1,4.4
52.0,20.0,2015-11-04,00,14,11:50,12:40,04:50,1111X,SANTANDER,0.0,1012.1,1007.6,CANTABRIA,14.7,2.0,21.6,17.4,13.3,6.1
52.0,19.0,2015-11-05,23,00,01:20,13:50,03:30,1111X,SANTANDER,0.0,1014.7,1010.0,CANTABRIA,9.7,0.0,21.6,18.2,14.8,3.6
52.0,18.0,2015-11-06,18,03,06:20,10:00,23:50,1111X,SANTANDER,0.0,1017.7,1013.6,CANTABRIA,9.2,8.8,24.2,19.8,15.5,4.7
52.0,10.0,2015-11-07,12,03,20:40,13:00,03:10,1111X,SANTANDER,0.0,1019.9,1014.7,CANTABRIA,9.2,9.3,23.1,19.2,15.3,4.2
52.0,20.0,2015-11-08,24,05,09:20,13:10,02:20,1111X,SANTANDER,0.0,1023.5,1014.3,CANTABRIA,14.2,9.6,28.9,22.7,16.5,5.3
52.0,9.0,2015-11-09,11,00,10:00,12:10,22:10,1111X,SANTANDER,0.0,1026.9,1023.5,CANTABRIA,5.8,8.2,20.7,17.6,14.5,1.9
52.0,27.0,2015-11-10,00,15,19:00,00:00,05:50,1111X,SANTANDER,0.2,1024.5,1020.8,CANTABRIA,5.3,0.0,14.9,13.6,12.3,1.7
52.0,18.0,2015-11-11,00,15,06:50,13:50,02:20,1111X,SANTANDER,0.0,1021.4,1019.2,CANTABRIA,3.3,3.5,16.7,15.4,14.0,1.4
52.0,24.0,2015-11-12,24,13,22:30,10:40,07:30,1111X,SANTANDER,0.0,1021.4,1017.5,CANTABRIA,5.6,8.1,16.7,15.2,13.7,1.9
52.0,33.0,2015-11-13,22,03,15:30,10:40,00:00,1111X,SANTANDER,0.6,1028.6,1021.3,CANTABRIA,7.5,0.0,17.0,15.6,14.3,2.8
52.0,8.0,2015-11-14,00,24,13:30,11:20,07:20,1111X,SANTANDER,0.0,1028.5,1021.1,CANTABRIA,8.6,9.2,17.9,15.2,12.4,4.2
52.0,8.0,2015-11-14,00,24,13:30,11:20,07:20,1111X,SANTANDER,0.0,1028.5,1021.1,CANTABRIA,8.6,9.2,17.9,15.2,12.4,4.2
52.0,20.0,2015-11-15,00,Varias,08:40,11:00,03:10,1111X,SANTANDER,0.0,1021.1,1016.6,CANTABRIA,5.8,9.2,19.0,15.3,11.6,2.2
52.0,20.0,2015-11-16,09,15,21:10,12:20,08:00,1111X,SANTANDER,0.0,1018.3,1016.2,CANTABRIA,7.2,7.1,18.4,15.4,12.4,2.2
52.0,20.0,2015-11-17,23,05,08:50,14:10,00:00,1111X,SANTANDER,0.0,1020.4,1015.8,CANTABRIA,9.2,6.3,23.5,18.4,13.3,4.2
52.0,27.0,2015-11-18,22,06,14:50,10:20,05:40,1111X,SANTANDER,0.0,1022.0,1019.5,CANTABRIA,6.7,7.3,18.4,16.2,14.1,1.9
52.0,31.0,2015-11-19,19,04,14:40,13:20,07:40,1111X,SANTANDER,0.0,1024.2,1020.9,CANTABRIA,10.6,4.3,19.9,17.1,14.3,2.5
52.0,29.0,2015-11-20,00,24,21:40,11:20,00:40,1111X,SANTANDER,15.6,1023.2,1006.1,CANTABRIA,16.1,1.7,20.4,17.4,14.5,5.0
52.0,34.0,2015-11-21,18,01,07:40,00:10,18:40,1111X,SANTANDER,6.8,1014.0,1005.3,CANTABRIA,24.7,2.7,17.7,13.2,8.7,12.8
52.0,34.0,2015-11-22,24,14,02:00,04:40,Varias,1111X,SANTANDER,13.8,1015.0,1005.9,CANTABRIA,24.2,0.0,11.2,9.1,7.0,4.2
52.0,29.0,2015-11-23,24,00,14:40,13:30,05:30,1111X,SANTANDER,2.8,1020.7,1015.0,CANTABRIA,19.2,2.0,12.0,8.9,5.8,5.6
52.0,30.0,2015-11-24,10,24,20:50,20:40,05:10,1111X,SANTANDER,11.6,1021.3,1017.8,CANTABRIA,19.2,0.0,14.3,11.7,9.1,5.8
52.0,30.0,2015-11-25,20,04,04:00,Varias,05:00,1111X,SANTANDER,6.1,1019.9,1016.1,CANTABRIA,23.1,0.2,14.5,13.5,12.5,12.8
52.0,29.0,2015-11-26,00,24,00:20,09:50,20:10,1111X,SANTANDER,4.2,1019.1,1015.7,CANTABRIA,20.0,0.0,14.5,13.8,13.0,7.5
52.0,31.0,2015-11-27,00,15,21:20,12:20,07:00,1111X,SANTANDER,2.0,1015.7,1012.7,CANTABRIA,15.3,0.1,14.8,13.6,12.4,5.6
52.0,34.0,2015-11-28,24,01,00:40,00:00,23:59,1111X,SANTANDER,1.6,1024.2,1013.7,CANTABRIA,21.7,0.8,13.4,11.8,10.1,4.2
52.0,21.0,2015-11-29,19,00,07:10,12:40,07:50,1111X,SANTANDER,0.0,1028.1,1024.2,CANTABRIA,7.2,8.6,15.6,12.6,9.7,2.2
52.0,22.0,2015-11-30,09,15,07:20,10:50,06:50,1111X,SANTANDER,0.0,1028.7,1026.7,CANTABRIA,4.7,8.6,17.1,12.8,8.5,2.5
52.0,9.0,2015-12-01,00,00,13:00,13:30,04:10,1111X,SANTANDER,0.0,1027.7,1021.5,CANTABRIA,7.2,8.2,12.8,10.1,7.4,2.5
52.0,19.0,2015-12-02,10,23,23:50,13:10,02:30,1111X,SANTANDER,0.0,1023.0,1020.6,CANTABRIA,7.2,6.2,16.5,12.6,8.8,2.2
52.0,99.0,2015-12-03,24,15,Varias,14:40,02:40,1111X,SANTANDER,0.0,1022.2,1016.7,CANTABRIA,12.5,5.3,20.0,15.7,11.4,6.1
52.0,29.0,2015-12-04,11,00,00:10,00:00,23:10,1111X,SANTANDER,2.8,1029.4,1022.2,CANTABRIA,10.0,0.0,18.1,15.0,11.9,3.6
52.0,12.0,2015-12-05,00,24,00:20,Varias,07:20,1111X,SANTANDER,0.0,1026.6,1019.5,CANTABRIA,9.7,8.4,14.9,12.2,9.4,2.8
52.0,16.0,2015-12-06,11,24,22:00,12:30,00:20,1111X,SANTANDER,0.0,1020.1,1017.0,CANTABRIA,12.8,8.4,17.5,14.0,10.4,1.9
52.0,19.0,2015-12-07,23,Varias,04:40,13:30,06:10,1111X,SANTANDER,0.0,1018.2,1015.5,CANTABRIA,17.8,3.1,20.0,17.6,15.2,7.2
52.0,20.0,2015-12-08,24,00,00:00,00:00,23:40,1111X,SANTANDER,3.4,1031.5,1018.1,CANTABRIA,11.1,0.0,16.8,13.9,11.0,4.7
52.0,9.0,2015-12-09,Varias,24,14:30,12:20,08:00,1111X,SANTANDER,0.0,1031.9,1026.1,CANTABRIA,11.7,8.1,15.1,12.5,9.9,5.8
52.0,24.0,2015-12-10,24,06,04:00,12:20,01:10,1111X,SANTANDER,0.0,1026.7,1024.7,CANTABRIA,6.7,3.9,15.0,12.4,9.7,3.3
52.0,21.0,2015-12-11,11,24,10:10,12:20,22:50,1111X,SANTANDER,0.0,1027.0,1022.2,CANTABRIA,9.4,7.4,15.1,12.2,9.4,3.1
52.0,16.0,2015-12-12,00,24,20:20,14:40,06:40,1111X,SANTANDER,0.0,1022.2,1015.0,CANTABRIA,5.0,7.2,13.6,10.8,8.0,1.7
52.0,20.0,2015-12-13,00,24,23:10,23:59,02:00,1111X,SANTANDER,0.0,1015.0,1006.8,CANTABRIA,16.1,7.6,15.9,12.6,9.2,3.6
52.0,20.0,2015-12-14,24,05,04:10,13:10,06:00,1111X,SANTANDER,0.0,1010.1,1005.0,CANTABRIA,17.8,6.2,19.6,17.6,15.7,8.9
52.0,20.0,2015-12-14,24,05,04:10,13:10,06:00,1111X,SANTANDER,0.0,1010.1,1005.0,CANTABRIA,17.8,6.2,19.6,17.6,15.7,8.9
52.0,18.0,2015-12-15,24,04,13:00,Varias,11:30,1111X,SANTANDER,0.4,1019.0,1009.6,CANTABRIA,17.8,1.7,19.7,18.2,16.6,8.9
52.0,18.0,2015-12-16,10,24,14:10,14:00,07:01,1111X,SANTANDER,0.0,1021.7,1017.0,CANTABRIA,10.3,0.4,21.2,18.5,15.8,2.8
52.0,18.0,2015-12-17,00,14,14:30,14:00,23:59,1111X,SANTANDER,0.0,1017.0,1014.7,CANTABRIA,15.0,0.9,21.5,18.8,16.2,7.5
52.0,20.0,2015-12-18,10,24,18:10,14:00,00:50,1111X,SANTANDER,0.0,1018.7,1013.9,CANTABRIA,11.9,2.4,21.3,18.2,15.0,2.8
52.0,20.0,2015-12-19,00,16,15:50,Varias,08:40,1111X,SANTANDER,0.0,1013.9,1005.2,CANTABRIA,21.4,1.3,21.7,20.2,18.6,9.7
52.0,19.0,2015-12-20,24,05,05:50,02:40,23:59,1111X,SANTANDER,0.0,1020.6,1008.4,CANTABRIA,13.3,0.6,20.1,16.0,12.0,3.3
52.0,22.0,2015-12-21,11,00,22:40,14:00,08:00,1111X,SANTANDER,0.0,1024.2,1020.6,CANTABRIA,8.1,8.0,18.4,14.2,10.1,3.6
52.0,19.0,2015-12-22,00,15,20:40,13:20,05:10,1111X,SANTANDER,0.0,1023.6,1019.2,CANTABRIA,11.7,8.1,19.6,15.4,11.1,5.6
52.0,10.0,2015-12-23,09,24,17:20,12:00,22:40,1111X,SANTANDER,0.0,1023.3,1015.8,CANTABRIA,7.8,0.9,16.0,13.8,11.7,2.5
52.0,19.0,2015-12-24,23,07,07:20,13:30,02:40,1111X,SANTANDER,0.0,1019.1,1014.1,CANTABRIA,15.6,6.9,18.4,15.4,12.4,6.9
52.0,20.0,2015-12-25,21,01,21:30,14:30,23:59,1111X,SANTANDER,0.0,1021.7,1018.7,CANTABRIA,12.8,7.1,20.8,17.3,13.8,3.9
52.0,20.0,2015-12-26,00,14,22:10,14:10,05:20,1111X,SANTANDER,0.0,1020.9,1018.6,CANTABRIA,12.5,1.0,18.1,15.2,12.4,5.3
52.0,19.0,2015-12-27,03,24,23:00,11:00,07:40,1111X,SANTANDER,0.0,1019.4,1012.0,CANTABRIA,18.6,1.3,20.1,17.0,13.8,3.9
52.0,19.0,2015-12-28,22,15,Varias,14:00,23:59,1111X,SANTANDER,5.0,1014.6,1005.2,CANTABRIA,25.0,2.5,19.5,14.6,9.7,8.3
52.0,19.0,2015-12-29,10,00,02:20,Varias,00:00,1111X,SANTANDER,0.0,1022.0,1014.4,CANTABRIA,11.1,1.5,15.2,12.4,9.7,3.3
52.0,27.0,2015-12-30,00,15,18:10,16:20,23:59,1111X,SANTANDER,4.2,1016.9,1005.2,CANTABRIA,23.6,4.4,18.2,14.7,11.2,10.8
52.0,29.0,2015-12-31,11,24,02:30,12:10,23:40,1111X,SANTANDER,0.0,1019.0,1015.8,CANTABRIA,8.1,1.9,14.3,11.3,8.3,3.1
52.0,19.0,2016-01-01,00,17,10:30,14:10,00:00,1111X,SANTANDER,0.0,1015.8,1001.0,CANTABRIA,21.7,2.6,17.9,13.2,8.4,8.3
52.0,29.0,2016-01-02,18,00,11:10,00:00,23:00,1111X,SANTANDER,,1014.3,1006.9,CANTABRIA,17.8,7.8,13.7,11.6,9.6,7.8
52.0,29.0,2016-01-03,00,15,16:30,15:10,00:00,1111X,SANTANDER,7.5,1009.4,992.6,CANTABRIA,20.3,0.1,17.5,14.1,10.7,9.4
52.0,29.0,2016-01-04,01,13,22:40,04:30,Varias,1111X,SANTANDER,4.0,997.2,992.3,CANTABRIA,19.7,0.0,14.3,12.0,9.8,4.4
52.0,29.0,2016-01-05,24,05,11:30,00:30,08:50,1111X,SANTANDER,0.4,1000.5,995.5,CANTABRIA,24.7,2.8,11.4,10.1,8.8,12.2
52.0,28.0,2016-01-06,09,18,01:20,23:59,16:40,1111X,SANTANDER,1.4,1004.7,994.8,CANTABRIA,23.9,0.0,14.7,12.2,9.6,10.0
52.0,30.0,2016-01-07,12,04,10:40,03:10,21:20,1111X,SANTANDER,8.0,1001.7,994.5,CANTABRIA,13.3,0.0,17.0,14.2,11.3,4.4
52.0,32.0,2016-01-08,10,06,09:00,06:20,09:20,1111X,SANTANDER,1.4,999.9,992.7,CANTABRIA,21.1,0.0,16.8,14.0,11.3,5.3
52.0,20.0,2016-01-09,00,16,14:10,15:00,07:40,1111X,SANTANDER,4.2,999.3,991.9,CANTABRIA,19.2,2.3,16.1,13.0,9.8,8.1
52.0,29.0,2016-01-10,00,20,13:10,12:00,23:40,1111X,SANTANDER,6.0,995.2,988.8,CANTABRIA,15.8,0.0,13.4,11.6,9.8,4.7
52.0,28.0,2016-01-11,24,00,23:00,14:30,23:30,1111X,SANTANDER,0.4,1007.0,989.4,CANTABRIA,29.7,6.6,14.1,11.8,9.6,9.2
52.0,30.0,2016-01-12,24,00,16:00,02:50,20:30,1111X,SANTANDER,10.4,1019.3,1007.0,CANTABRIA,23.1,1.1,11.9,9.8,7.7,8.6
52.0,20.0,2016-01-13,00,24,23:50,23:10,06:40,1111X,SANTANDER,1.0,1019.3,1004.5,CANTABRIA,15.3,0.3,14.7,10.7,6.7,5.0
52.0,20.0,2016-01-13,00,24,23:50,23:10,06:40,1111X,SANTANDER,1.0,1019.3,1004.5,CANTABRIA,15.3,0.3,14.7,10.7,6.7,5.0
52.0,33.0,2016-01-14,24,Varias,09:20,00:00,23:10,1111X,SANTANDER,8.4,1017.2,1003.9,CANTABRIA,16.7,0.0,14.6,11.2,7.9,5.0
52.0,30.0,2016-01-15,23,00,21:30,11:10,18:30,1111X,SANTANDER,3.6,1026.2,1017.0,CANTABRIA,20.8,3.7,11.2,9.4,7.6,7.5
52.0,36.0,2016-01-16,10,24,00:30,14:00,23:30,1111X,SANTANDER,0.0,1027.8,1023.8,CANTABRIA,18.6,6.7,11.7,9.0,6.4,3.1
52.0,13.0,2016-01-17,00,24,03:10,15:20,Varias,1111X,SANTANDER,2.3,1023.8,1009.1,CANTABRIA,8.1,0.1,10.4,8.2,5.9,2.2
52.0,26.0,2016-01-18,24,07,11:30,23:30,12:50,1111X,SANTANDER,9.0,1009.3,1006.2,CANTABRIA,23.9,1.0,11.5,9.6,7.6,8.6
52.0,28.0,2016-01-19,11,24,00:20,12:50,23:50,1111X,SANTANDER,0.0,1011.2,1008.9,CANTABRIA,17.2,3.7,13.1,10.2,7.4,5.3
52.0,20.0,2016-01-20,22,04,02:20,12:00,00:50,1111X,SANTANDER,0.0,1011.2,1007.7,CANTABRIA,6.4,7.1,13.3,10.2,7.0,1.9
52.0,20.0,2016-01-21,22,02,20:10,12:10,Varias,1111X,SANTANDER,2.4,1014.1,1010.5,CANTABRIA,9.2,4.4,15.3,12.2,9.0,3.3
52.0,20.0,2016-01-22,22,01,00:10,12:00,05:40,1111X,SANTANDER,0.0,1024.3,1013.6,CANTABRIA,10.0,0.5,18.3,15.4,12.5,2.5
52.0,16.0,2016-01-23,Varias,14,21:20,12:50,06:50,1111X,SANTANDER,0.0,1025.5,1023.3,CANTABRIA,6.1,4.8,15.8,14.2,12.6,1.9
52.0,20.0,2016-01-24,00,24,23:59,13:30,03:10,1111X,SANTANDER,0.0,1023.6,1015.5,CANTABRIA,15.8,9.1,24.0,18.4,12.8,5.8
52.0,17.0,2016-01-25,23,00,09:50,15:20,Varias,1111X,SANTANDER,0.0,1024.9,1015.4,CANTABRIA,16.4,1.3,21.8,17.4,12.9,5.6
52.0,15.0,2016-01-26,02,Varias,18:30,10:40,23:10,1111X,SANTANDER,0.0,1024.9,1020.4,CANTABRIA,8.6,3.7,14.2,12.5,10.8,3.1
52.0,26.0,2016-01-27,00,Varias,11:40,11:10,03:00,1111X,SANTANDER,0.0,1020.6,1015.2,CANTABRIA,5.8,1.5,17.5,13.8,10.2,2.2
52.0,36.0,2016-01-28,24,03,20:10,Varias,11:00,1111X,SANTANDER,13.4,1028.5,1014.8,CANTABRIA,15.0,0.0,15.0,12.6,10.3,2.8
52.0,35.0,2016-01-29,11,24,00:10,10:40,23:50,1111X,SANTANDER,0.0,1030.3,1026.1,CANTABRIA,10.8,7.0,12.9,10.5,8.1,3.1
52.0,20.0,2016-01-30,00,23,23:00,15:50,Varias,1111X,SANTANDER,0.0,1026.1,1021.3,CANTABRIA,9.7,2.6,14.7,11.3,7.9,4.4
52.0,30.0,2016-01-31,22,01,13:10,12:20,23:59,1111X,SANTANDER,0.0,1028.4,1020.6,CANTABRIA,13.6,2.8,16.6,14.6,12.7,5.3
52.0,26.0,2016-02-01,11,24,00:00,13:00,23:59,1111X,SANTANDER,0.0,1029.3,1025.1,CANTABRIA,5.3,0.0,15.5,13.9,12.3,1.9
52.0,26.0,2016-02-02,00,16,23:50,15:00,06:40,1111X,SANTANDER,1.6,1025.6,1022.3,CANTABRIA,9.7,2.4,13.9,12.8,11.7,2.8
52.0,33.0,2016-02-03,24,00,12:40,00:01,23:59,1111X,SANTANDER,0.8,1033.2,1023.0,CANTABRIA,16.1,4.4,12.3,10.4,8.6,6.4
52.0,10.0,2016-02-04,00,24,23:10,12:00,07:30,1111X,SANTANDER,0.0,1033.2,1024.4,CANTABRIA,12.5,9.5,13.6,10.6,7.5,5.0
52.0,11.0,2016-02-05,00,24,00:00,12:30,06:00,1111X,SANTANDER,0.0,1024.4,1013.1,CANTABRIA,11.9,9.3,15.5,11.0,6.6,3.9
52.0,30.0,2016-02-06,00,18,18:30,Varias,20:40,1111X,SANTANDER,5.6,1013.1,994.6,CANTABRIA,26.7,4.9,16.5,12.5,8.5,11.4
52.0,31.0,2016-02-07,16,00,02:30,13:00,02:40,1111X,SANTANDER,0.0,1011.7,1001.5,CANTABRIA,21.1,3.5,13.2,11.0,8.8,8.1
52.0,18.0,2016-02-08,11,02,03:00,12:40,00:00,1111X,SANTANDER,0.1,1012.3,1008.4,CANTABRIA,11.7,8.3,20.0,15.4,10.8,3.9
52.0,30.0,2016-02-09,00,11,19:10,05:00,20:40,1111X,SANTANDER,19.9,1008.7,999.0,CANTABRIA,22.8,0.0,17.2,13.2,9.1,7.2
52.0,30.0,2016-02-10,01,22,02:10,23:59,17:30,1111X,SANTANDER,8.6,1007.4,1002.5,CANTABRIA,18.6,0.0,11.0,9.4,7.8,6.4
52.0,31.0,2016-02-11,11,24,00:30,01:00,07:40,1111X,SANTANDER,9.4,1006.1,999.6,CANTABRIA,20.8,0.0,11.7,10.5,9.3,4.2
52.0,30.0,2016-02-12,00,24,10:20,08:10,00:00,1111X,SANTANDER,30.8,999.6,994.0,CANTABRIA,20.3,0.0,15.4,13.2,11.1,7.2
52.0,30.0,2016-02-12,00,24,10:20,08:10,00:00,1111X,SANTANDER,30.8,999.6,994.0,CANTABRIA,20.3,0.0,15.4,13.2,11.1,7.2
52.0,30.0,2016-02-13,12,21,22:30,11:40,22:40,1111X,SANTANDER,9.4,995.9,989.4,CANTABRIA,24.7,4.1,16.2,13.8,11.4,7.2
52.0,31.0,2016-02-14,24,08,00:10,00:10,11:50,1111X,SANTANDER,22.4,999.5,989.5,CANTABRIA,25.6,0.8,11.9,9.4,6.8,8.1
52.0,2.0,2016-02-15,24,00,06:40,01:10,14:40,1111X,SANTANDER,2.8,1026.2,999.5,CANTABRIA,23.6,1.4,10.4,8.0,5.7,10.8
52.0,2.0,2016-02-16,10,24,05:50,12:50,23:59,1111X,SANTANDER,0.0,1027.6,1022.0,CANTABRIA,15.8,3.3,10.3,7.9,5.5,6.7
52.0,27.0,2016-02-17,00,22,22:20,11:50,07:20,1111X,SANTANDER,12.2,1022.0,1007.8,CANTABRIA,18.3,4.4,11.0,6.6,2.3,3.6
52.0,99.0,2016-02-18,24,00,Varias,14:10,22:40,1111X,SANTANDER,18.4,1019.4,1008.8,CANTABRIA,16.1,2.7,11.1,8.4,5.7,6.9
52.0,27.0,2016-02-19,09,03,11:50,13:40,06:50,1111X,SANTANDER,0.4,1022.2,1019.2,CANTABRIA,7.8,8.7,11.6,8.6,5.5,3.1
52.0,99.0,2016-02-20,11,02,Varias,11:00,01:00,1111X,SANTANDER,0.0,1024.9,1020.9,CANTABRIA,6.9,10.2,14.7,10.7,6.7,3.1
52.0,28.0,2016-02-21,00,23,15:30,13:50,06:50,1111X,SANTANDER,0.0,1023.6,1014.4,CANTABRIA,6.4,8.4,13.7,11.4,9.1,1.4
52.0,28.0,2016-02-22,23,06,20:40,11:40,06:30,1111X,SANTANDER,0.0,1017.5,1013.2,CANTABRIA,11.9,7.3,14.6,12.1,9.6,3.9
52.0,27.0,2016-02-23,11,24,01:30,11:40,00:00,1111X,SANTANDER,0.0,1019.4,1015.4,CANTABRIA,11.9,0.5,14.9,13.0,11.2,4.2
52.0,27.0,2016-02-24,00,15,23:20,Varias,06:40,1111X,SANTANDER,3.0,1015.4,1005.1,CANTABRIA,11.7,4.7,16.5,12.6,8.7,3.9
52.0,27.0,2016-02-25,18,02,09:50,10:30,23:59,1111X,SANTANDER,7.8,1012.8,1007.7,CANTABRIA,16.1,1.0,12.3,10.2,8.1,6.1
52.0,31.0,2016-02-26,00,24,23:59,10:50,20:00,1111X,SANTANDER,26.8,1010.0,988.6,CANTABRIA,19.2,4.4,15.3,10.4,5.4,5.6
52.0,30.0,2016-02-27,24,03,02:40,23:59,13:10,1111X,SANTANDER,18.3,995.8,988.3,CANTABRIA,25.0,0.0,10.4,8.7,7.0,14.2
52.0,1.0,2016-02-28,24,00,00:00,09:20,20:30,1111X,SANTANDER,5.9,1011.7,995.7,CANTABRIA,17.2,0.0,10.9,9.8,8.7,11.4
52.0,33.0,2016-02-29,23,00,03:40,13:30,07:10,1111X,SANTANDER,0.0,1024.8,1011.6,CANTABRIA,16.4,5.8,10.6,10.1,9.6,7.8
52.0,31.0,2016-03-01,00,24,01:40,10:50,06:50,1111X,SANTANDER,0.4,1024.7,1018.7,CANTABRIA,8.3,9.4,12.8,10.4,8.0,3.6
52.0,30.0,2016-03-02,00,Varias,14:50,09:10,18:30,1111X,SANTANDER,5.4,1018.7,1016.2,CANTABRIA,21.7,0.0,12.3,11.2,10.1,8.3
52.0,29.0,2016-03-03,00,24,05:40,18:50,03:10,1111X,SANTANDER,1.6,1016.7,1006.9,CANTABRIA,18.9,0.2,11.9,10.4,8.8,10.0
52.0,30.0,2016-03-04,00,15,Varias,10:30,20:40,1111X,SANTANDER,33.6,1006.9,992.8,CANTABRIA,22.5,2.0,15.0,11.0,6.9,8.3
52.0,27.0,2016-03-05,23,05,04:30,13:50,09:10,1111X,SANTANDER,11.0,1006.0,996.2,CANTABRIA,23.6,1.7,10.4,8.4,6.4,11.9
52.0,30.0,2016-03-06,11,24,00:00,14:10,09:00,1111X,SANTANDER,22.0,1009.2,999.1,CANTABRIA,17.8,2.7,10.7,8.4,6.2,7.2
52.0,2.0,2016-03-07,24,05,11:10,15:50,06:30,1111X,SANTANDER,5.4,1012.6,997.8,CANTABRIA,19.2,2.3,10.6,8.4,6.2,9.4
52.0,29.0,2016-03-08,12,Varias,18:30,16:10,07:40,1111X,SANTANDER,5.2,1016.5,1012.6,CANTABRIA,12.8,4.2,11.7,9.4,7.2,5.3
52.0,30.0,2016-03-09,00,08,16:30,13:10,21:40,1111X,SANTANDER,8.8,1013.5,1003.7,CANTABRIA,24.7,2.0,11.9,9.8,7.7,10.8
52.0,35.0,2016-03-10,22,02,07:10,12:20,06:50,1111X,SANTANDER,0.4,1017.6,1007.8,CANTABRIA,26.1,5.6,11.5,9.4,7.4,12.8
52.0,34.0,2016-03-11,23,04,00:00,15:00,19:00,1111X,SANTANDER,0.2,1021.2,1017.2,CANTABRIA,12.5,3.9,11.9,10.2,8.6,3.3
52.0,99.0,2016-03-12,20,04,Varias,12:40,04:10,1111X,SANTANDER,0.0,1021.3,1019.5,CANTABRIA,6.4,1.0,11.8,10.1,8.4,2.2
52.0,4.0,2016-03-13,00,24,23:40,13:00,06:30,1111X,SANTANDER,0.0,1020.5,1015.3,CANTABRIA,10.0,6.3,12.6,10.4,8.1,3.1
52.0,4.0,2016-03-13,00,24,23:40,13:00,06:30,1111X,SANTANDER,0.0,1020.5,1015.3,CANTABRIA,10.0,6.3,12.6,10.4,8.1,3.1
52.0,4.0,2016-03-14,00,16,00:00,13:10,05:30,1111X,SANTANDER,0.0,1015.3,1012.2,CANTABRIA,8.9,7.8,12.3,9.8,7.3,3.6
52.0,9.0,2016-03-15,23,16,16:30,13:30,06:20,1111X,SANTANDER,0.0,1014.7,1012.0,CANTABRIA,10.8,11.5,14.7,9.8,5.0,2.8
52.0,34.0,2016-03-16,22,16,15:30,12:00,23:59,1111X,SANTANDER,1.2,1015.1,1013.1,CANTABRIA,13.9,0.6,12.0,9.8,7.7,5.8
