altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,sol,tmax,tmed,tmin,velmedia
52.0,7.0,2012-03-01,11,Varias,15:20,11:00,07:40,1111X,SANTANDER,0.0,1017.3,1015.6,CANTABRIA,7.5,9.1,13.4,11.0,8.6,4.2
52.0,28.0,2012-03-02,23,14,17:30,15:00,03:00,1111X,SANTANDER,0.0,1019.3,1015.6,CANTABRIA,7.8,3.5,12.6,10.8,9.1,3.3
52.0,99.0,2012-03-03,17,04,13:40,12:00,06:00,1111X,SANTANDER,0.8,1021.3,1017.8,CANTABRIA,7.2,6.8,17.8,13.7,9.6,2.5
52.0,33.0,2012-03-04,24,07,14:10,11:30,23:59,1111X,SANTANDER,0.8,1026.9,1015.3,CANTABRIA,18.3,1.2,15.6,12.0,8.4,6.4
52.0,33.0,2012-03-04,24,07,14:10,11:30,23:59,1111X,SANTANDER,0.8,1026.9,1015.3,CANTABRIA,18.3,1.2,15.6,12.0,8.4,6.4
52.0,35.0,2012-03-05,Varias,17,02:10,13:40,Varias,1111X,SANTANDER,1.0,1027.3,1024.3,CANTABRIA,10.3,8.7,11.5,9.5,7.5,3.6
52.0,28.0,2012-03-06,00,17,12:40,13:50,07:00,1111X,SANTANDER,0.0,1024.4,1021.5,CANTABRIA,7.8,8.9,11.7,8.9,6.1,3.6
52.0,29.0,2012-03-07,23,04,21:20,14:40,05:30,1111X,SANTANDER,2.4,1025.4,1021.1,CANTABRIA,12.5,6.5,13.2,9.3,5.4,3.1
52.0,1.0,2012-03-08,Varias,00,02:10,13:10,23:59,1111X,SANTANDER,0.0,1031.2,1025.3,CANTABRIA,12.8,6.3,13.1,10.8,8.6,5.8
52.0,8.0,2012-03-09,Varias,14,16:20,11:30,07:00,1111X,SANTANDER,0.0,1031.0,1028.6,CANTABRIA,12.2,10.8,13.3,9.9,6.5,6.4
52.0,8.0,2012-03-10,01,16,16:50,10:40,07:00,1111X,SANTANDER,0.0,1030.4,1028.3,CANTABRIA,9.2,11.0,14.1,10.6,7.2,5.3
52.0,4.0,2012-03-11,01,24,15:30,13:00,07:50,1111X,SANTANDER,0.0,1029.0,1023.5,CANTABRIA,8.9,5.9,12.4,10.6,8.8,2.8
52.0,5.0,2012-03-12,00,Varias,14:00,13:00,23:40,1111X,SANTANDER,0.0,1023.5,1019.5,CANTABRIA,7.8,8.7,13.5,11.2,9.0,4.2
52.0,3.0,2012-03-13,Varias,14,13:20,13:40,Varias,1111X,SANTANDER,0.0,1019.7,1018.3,CANTABRIA,4.7,10.6,13.6,11.1,8.6,1.9
52.0,5.0,2012-03-14,Varias,04,14:10,00:00,03:20,1111X,SANTANDER,0.2,1019.8,1017.8,CANTABRIA,4.7,0.0,10.8,9.6,8.5,1.7
52.0,99.0,2012-03-15,02,Varias,Varias,12:40,01:30,1111X,SANTANDER,0.2,1019.6,1017.8,CANTABRIA,5.0,0.0,11.9,10.4,8.8,1.7
52.0,27.0,2012-03-16,00,17,18:10,13:40,07:00,1111X,SANTANDER,0.0,1018.3,1014.7,CANTABRIA,5.3,0.0,11.6,10.8,10.0,2.5
52.0,31.0,2012-03-17,00,12,14:10,11:30,23:59,1111X,SANTANDER,8.2,1016.3,1012.1,CANTABRIA,15.8,4.2,16.2,12.0,7.7,3.6
52.0,28.0,2012-03-18,24,01,16:10,12:30,20:50,1111X,SANTANDER,19.2,1024.1,1012.8,CANTABRIA,20.6,7.7,11.4,9.0,6.6,10.6
52.0,25.0,2012-03-19,22,00,00:30,14:10,06:00,1111X,SANTANDER,4.4,1029.5,1023.9,CANTABRIA,14.7,4.8,11.2,8.6,5.9,4.4
52.0,5.0,2012-03-20,00,24,02:40,12:10,06:30,1111X,SANTANDER,0.0,1029.3,1024.6,CANTABRIA,8.9,7.9,12.5,9.6,6.7,3.6
52.0,7.0,2012-03-21,00,24,10:10,11:10,23:59,1111X,SANTANDER,0.8,1024.6,1015.4,CANTABRIA,8.6,0.4,11.9,9.6,7.3,1.9
52.0,11.0,2012-03-22,20,Varias,23:59,16:20,02:40,1111X,SANTANDER,0.0,1017.3,1014.1,CANTABRIA,8.1,11.8,14.5,10.2,5.8,3.3
52.0,8.0,2012-03-23,00,19,13:10,12:00,05:20,1111X,SANTANDER,0.0,1016.3,1009.6,CANTABRIA,12.5,10.4,15.1,11.4,7.6,6.4
52.0,19.0,2012-03-24,24,03,06:10,12:00,00:30,1111X,SANTANDER,0.0,1015.2,1009.4,CANTABRIA,11.9,11.9,21.4,16.8,12.2,5.0
52.0,10.0,2012-03-25,10,00,17:30,14:20,06:00,1111X,SANTANDER,0.0,1018.1,1015.1,CANTABRIA,8.6,11.7,17.3,14.6,11.9,3.9
52.0,8.0,2012-03-26,00,16,15:10,09:00,05:50,1111X,SANTANDER,0.0,1016.6,1014.3,CANTABRIA,11.4,11.3,18.9,15.2,11.6,4.4
52.0,8.0,2012-03-27,23,02,18:10,11:50,05:40,1111X,SANTANDER,0.0,1018.1,1015.5,CANTABRIA,13.6,11.6,22.0,17.9,13.8,5.8
52.0,8.0,2012-03-28,Varias,Varias,15:20,09:20,23:50,1111X,SANTANDER,0.0,1019.1,1016.4,CANTABRIA,9.4,11.6,20.4,15.9,11.4,3.1
52.0,27.0,2012-03-29,00,17,10:40,14:30,06:00,1111X,SANTANDER,0.0,1016.4,1013.7,CANTABRIA,5.8,11.6,15.8,13.2,10.7,1.9
52.0,33.0,2012-03-30,00,24,11:30,16:00,06:50,1111X,SANTANDER,0.0,1014.8,1010.0,CANTABRIA,5.0,9.4,14.1,11.1,8.1,1.9
52.0,99.0,2012-03-31,00,Varias,Varias,14:30,06:50,1111X,SANTANDER,0.0,1010.0,1005.9,CANTABRIA,5.8,11.2,14.9,12.8,10.8,2.5
52.0,3.0,2012-04-01,00,24,Varias,11:50,06:00,1111X,SANTANDER,0.0,1006.5,1003.9,CANTABRIA,6.7,4.4,14.5,12.5,10.5,3.1
52.0,30.0,2012-04-02,00,Varias,13:10,16:50,Varias,1111X,SANTANDER,0.0,1003.9,1001.1,CANTABRIA,5.8,8.5,13.5,11.6,9.6,2.5
52.0,33.0,2012-04-03,Varias,Varias,08:00,Varias,23:59,1111X,SANTANDER,1.0,1004.1,1000.8,CANTABRIA,7.5,0.0,11.6,10.4,9.1,2.8
52.0,33.0,2012-04-03,Varias,Varias,08:00,Varias,23:59,1111X,SANTANDER,1.0,1004.1,1000.8,CANTABRIA,7.5,0.0,11.6,10.4,9.1,2.8
52.0,32.0,2012-04-04,10,17,14:50,14:40,05:00,1111X,SANTANDER,8.6,1003.9,1002.3,CANTABRIA,10.0,6.3,13.4,11.0,8.7,3.1
52.0,34.0,2012-04-05,09,24,02:00,00:00,07:00,1111X,SANTANDER,6.2,1004.5,1001.6,CANTABRIA,13.9,0.0,9.6,8.1,6.6,3.1
52.0,18.0,2012-04-06,Varias,05,15:50,13:00,02:40,1111X,SANTANDER,16.6,1001.8,999.4,CANTABRIA,8.9,0.2,11.6,9.7,7.8,2.2
52.0,36.0,2012-04-07,24,04,09:10,13:40,05:40,1111X,SANTANDER,1.0,1012.9,999.9,CANTABRIA,12.5,0.8,11.9,9.7,7.5,5.8
52.0,28.0,2012-04-08,11,24,00:10,13:50,03:00,1111X,SANTANDER,0.0,1014.5,1011.9,CANTABRIA,10.8,2.8,13.5,11.5,9.5,3.3
52.0,30.0,2012-04-09,00,24,21:40,15:40,06:40,1111X,SANTANDER,0.0,1011.9,998.0,CANTABRIA,7.5,11.9,15.3,12.8,10.4,3.1
52.0,28.0,2012-04-10,22,05,09:50,14:50,23:40,1111X,SANTANDER,8.0,1001.8,993.3,CANTABRIA,21.4,4.0,12.7,10.7,8.7,7.2
52.0,26.0,2012-04-11,09,Varias,04:40,15:30,00:00,1111X,SANTANDER,5.2,1002.6,997.8,CANTABRIA,15.6,0.8,14.7,12.0,9.4,4.7
52.0,31.0,2012-04-12,23,05,15:30,15:00,23:59,1111X,SANTANDER,23.0,1003.2,997.6,CANTABRIA,14.7,7.7,13.4,11.0,8.5,6.7
52.0,,2012-04-13,10,24,,12:40,01:00,1111X,SANTANDER,10.0,1003.4,999.0,CANTABRIA,,4.3,12.0,10.0,8.0,
52.0,,2012-04-14,23,Varias,,14:30,20:40,1111X,SANTANDER,17.6,1003.9,995.3,CANTABRIA,,0.3,11.4,9.4,7.5,
52.0,,2012-04-15,24,03,,20:00,13:30,1111X,SANTANDER,6.8,1017.5,1003.0,CANTABRIA,,0.7,10.9,9.2,7.6,
52.0,,2012-04-16,10,00,,14:00,23:59,1111X,SANTANDER,0.0,1021.2,1017.5,CANTABRIA,,8.4,11.2,9.5,7.8,
52.0,,2012-04-17,00,24,,12:50,01:00,1111X,SANTANDER,3.0,1017.9,1005.2,CANTABRIA,,1.2,16.0,11.8,7.5,
52.0,,2012-04-18,00,18,,16:00,22:00,1111X,SANTANDER,19.6,1005.2,993.1,CANTABRIA,,0.0,11.9,10.3,8.7,
52.0,,2012-04-19,21,05,,13:50,11:20,1111X,SANTANDER,33.8,998.9,990.7,CANTABRIA,,4.2,12.3,10.1,7.9,
52.0,,2012-04-20,21,04,,15:50,00:00,1111X,SANTANDER,5.8,1004.9,997.6,CANTABRIA,,1.6,14.1,11.4,8.8,
52.0,,2012-04-21,24,04,,09:20,23:59,1111X,SANTANDER,6.8,1011.5,1001.5,CANTABRIA,,0.5,13.0,11.2,9.4,
52.0,,2012-04-22,11,24,,13:50,00:30,1111X,SANTANDER,0.0,1011.8,1008.3,CANTABRIA,,6.1,13.5,11.3,9.1,
52.0,,2012-04-23,00,16,,15:00,23:59,1111X,SANTANDER,7.2,1008.3,1001.3,CANTABRIA,,1.7,13.4,11.2,9.0,
52.0,,2012-04-24,10,24,,15:50,05:10,1111X,SANTANDER,0.0,1008.2,994.5,CANTABRIA,,7.5,13.2,10.4,7.5,
52.0,,2012-04-25,00,06,,09:30,Varias,1111X,SANTANDER,0.0,994.5,987.5,CANTABRIA,,5.3,16.4,13.6,10.7,
52.0,,2012-04-26,24,00,,16:00,00:40,1111X,SANTANDER,0.0,1005.4,993.7,CANTABRIA,,0.1,16.5,13.6,10.6,
52.0,,2012-04-27,10,Varias,,11:00,23:59,1111X,SANTANDER,9.6,1005.5,1004.3,CANTABRIA,,0.0,13.6,11.4,9.3,
52.0,,2012-04-28,00,18,,09:50,23:59,1111X,SANTANDER,32.0,1004.8,998.7,CANTABRIA,,0.0,10.7,9.3,7.9,
52.0,,2012-04-29,21,03,,10:00,Varias,1111X,SANTANDER,1.8,1005.7,999.9,CANTABRIA,,7.1,13.7,10.8,7.9,
52.0,,2012-04-30,20,Varias,,14:30,23:59,1111X,SANTANDER,0.2,1005.9,1004.4,CANTABRIA,,6.1,13.1,10.6,8.1,
52.0,,2012-05-01,22,Varias,,14:30,00:30,1111X,SANTANDER,0.0,1007.0,1003.8,CANTABRIA,,13.5,19.8,14.0,8.1,
52.0,,2012-05-02,10,24,,11:20,03:50,1111X,SANTANDER,0.0,1007.0,1004.2,CANTABRIA,,12.8,21.4,16.8,12.2,
52.0,,2012-05-03,00,15,,12:50,23:59,1111X,SANTANDER,1.0,1004.2,1000.1,CANTABRIA,,4.7,22.7,17.4,12.1,
52.0,,2012-05-03,00,15,,12:50,23:59,1111X,SANTANDER,1.0,1004.2,1000.1,CANTABRIA,,4.7,22.7,17.4,12.1,
52.0,,2012-05-04,00,Varias,,11:00,01:00,1111X,SANTANDER,1.2,1000.6,997.3,CANTABRIA,,8.6,19.2,15.6,11.9,
52.0,,2012-05-05,Varias,04,,08:10,05:00,1111X,SANTANDER,0.0,1005.2,998.3,CANTABRIA,,9.3,15.8,13.3,10.8,
52.0,,2012-05-06,23,Varias,,11:20,04:40,1111X,SANTANDER,0.0,1011.4,1005.1,CANTABRIA,,10.2,15.7,13.4,11.0,
52.0,,2012-05-07,00,19,,12:40,05:00,1111X,SANTANDER,0.0,1011.0,1004.2,CANTABRIA,,9.6,21.9,16.4,11.0,
52.0,,2012-05-08,24,01,,16:20,Varias,1111X,SANTANDER,3.6,1007.5,1004.1,CANTABRIA,,4.7,20.8,17.7,14.6,
52.0,,2012-05-09,09,18,,15:50,02:50,1111X,SANTANDER,0.0,1008.6,1006.0,CANTABRIA,,12.2,28.6,21.3,14.0,
52.0,,2012-05-10,22,Varias,,16:00,21:00,1111X,SANTANDER,0.0,1015.7,1006.6,CANTABRIA,,12.4,33.6,24.8,16.1,
52.0,,2012-05-11,24,03,,00:40,23:59,1111X,SANTANDER,0.0,1022.7,1014.8,CANTABRIA,,0.1,17.9,16.0,14.2,
52.0,,2012-05-12,11,24,,12:00,22:50,1111X,SANTANDER,0.0,1024.5,1021.9,CANTABRIA,,0.0,16.0,14.6,13.1,
52.0,,2012-05-13,00,24,,12:00,23:59,1111X,SANTANDER,0.0,1021.9,1016.0,CANTABRIA,,8.0,16.4,14.0,11.5,
52.0,,2012-05-14,24,Varias,,14:40,04:00,1111X,SANTANDER,0.0,1016.9,1013.3,CANTABRIA,,13.0,16.4,13.4,10.3,
52.0,,2012-05-15,Varias,Varias,,09:50,23:59,1111X,SANTANDER,0.0,1020.0,1016.2,CANTABRIA,,10.5,15.0,13.2,11.4,
52.0,,2012-05-16,00,24,,10:00,03:40,1111X,SANTANDER,0.0,1019.8,1004.6,CANTABRIA,,11.8,15.4,13.0,10.5,
52.0,,2012-05-17,22,08,,06:30,02:40,1111X,SANTANDER,0.0,1005.0,998.4,CANTABRIA,,7.4,25.5,19.4,13.3,
52.0,,2012-05-18,11,24,,00:20,21:00,1111X,SANTANDER,15.8,1005.5,1002.6,CANTABRIA,,,14.4,12.8,11.1,
52.0,,2012-05-19,Varias,05,,13:00,23:59,1111X,SANTANDER,28.2,1003.7,1000.3,CANTABRIA,,0.0,12.6,11.4,10.1,
52.0,,2012-05-20,Varias,04,,15:20,01:50,1111X,SANTANDER,10.2,1006.6,1002.3,CANTABRIA,,3.0,13.7,11.6,9.5,
52.0,,2012-05-21,21,04,,Varias,03:00,1111X,SANTANDER,9.0,1013.9,1005.2,CANTABRIA,,0.0,13.3,12.1,10.9,
52.0,,2012-05-22,21,Varias,,14:40,23:59,1111X,SANTANDER,0.2,1018.3,1013.3,CANTABRIA,,,16.7,14.5,12.3,
52.0,,2012-05-23,Varias,Varias,,12:00,04:50,1111X,SANTANDER,0.0,1017.7,1016.5,CANTABRIA,,14.4,16.7,13.6,10.6,
52.0,,2012-05-24,00,24,,11:00,00:20,1111X,SANTANDER,0.0,1017.0,1008.7,CANTABRIA,,13.9,17.2,15.0,12.7,
52.0,,2012-05-25,00,16,,12:00,23:00,1111X,SANTANDER,2.0,1008.7,999.8,CANTABRIA,,11.6,23.5,18.7,13.9,
52.0,,2012-05-26,Varias,00,,11:20,22:50,1111X,SANTANDER,0.0,1012.5,1006.8,CANTABRIA,,11.7,19.6,16.3,13.0,
52.0,,2012-05-27,08,02,,17:30,01:50,1111X,SANTANDER,0.0,1012.8,1011.2,CANTABRIA,,13.3,18.3,15.3,12.3,
52.0,,2012-05-28,00,15,,13:50,05:10,1111X,SANTANDER,0.0,1012.8,1009.0,CANTABRIA,,12.3,18.4,15.2,12.1,
52.0,,2012-05-29,23,04,,07:00,02:00,1111X,SANTANDER,0.0,1013.4,1007.1,CANTABRIA,,5.9,17.5,15.5,13.5,
52.0,4.0,2012-05-30,23,01,18:10,14:20,04:30,1111X,SANTANDER,0.0,1017.2,1012.9,CANTABRIA,5.8,14.1,18.6,16.4,14.1,2.8
52.0,8.0,2012-05-31,00,24,13:50,13:00,01:00,1111X,SANTANDER,0.0,1016.8,1010.7,CANTABRIA,13.1,13.7,18.6,16.2,13.8,6.7
52.0,23.0,2012-06-01,00,18,20:10,20:50,03:10,1111X,SANTANDER,1.2,1010.7,1003.9,CANTABRIA,13.3,11.1,25.7,20.2,14.7,5.0
52.0,26.0,2012-06-02,23,05,06:50,00:50,23:59,1111X,SANTANDER,10.4,1010.4,1001.3,CANTABRIA,16.1,6.1,23.9,19.7,15.5,8.3
52.0,26.0,2012-06-02,23,05,06:50,00:50,23:59,1111X,SANTANDER,10.4,1010.4,1001.3,CANTABRIA,16.1,6.1,23.9,19.7,15.5,8.3
52.0,26.0,2012-06-03,22,02,04:20,13:20,04:20,1111X,SANTANDER,0.0,1013.0,1009.4,CANTABRIA,9.4,6.9,18.8,16.4,13.9,2.2
52.0,8.0,2012-06-04,15,04,18:30,16:00,22:30,1111X,SANTANDER,0.0,1013.7,1012.0,CANTABRIA,6.7,12.6,19.1,16.6,14.1,2.8
52.0,28.0,2012-06-05,00,16,23:40,13:10,04:10,1111X,SANTANDER,0.0,1012.4,1007.5,CANTABRIA,7.2,11.9,20.8,17.2,13.5,1.9
52.0,8.0,2012-06-06,00,24,17:30,11:20,00:00,1111X,SANTANDER,0.0,1007.7,996.2,CANTABRIA,12.2,3.1,21.6,18.8,15.9,5.6
52.0,30.0,2012-06-07,24,04,08:50,08:30,21:50,1111X,SANTANDER,1.0,1006.2,993.9,CANTABRIA,13.3,4.6,21.8,18.4,15.0,1.9
52.0,30.0,2012-06-08,22,00,13:00,09:30,00:40,1111X,SANTANDER,0.0,1014.1,1006.2,CANTABRIA,8.9,6.6,18.4,16.6,14.9,3.9
52.0,99.0,2012-06-09,00,19,Varias,14:50,06:50,1111X,SANTANDER,1.6,1013.3,1007.9,CANTABRIA,6.9,0.5,17.7,15.7,13.7,2.5
52.0,28.0,2012-06-10,00,05,11:30,09:40,23:50,1111X,SANTANDER,0.6,1008.5,1003.9,CANTABRIA,13.1,0.6,20.4,18.2,15.9,4.4
52.0,29.0,2012-06-11,00,11,14:00,08:50,23:59,1111X,SANTANDER,13.8,1007.8,1002.4,CANTABRIA,16.1,8.1,19.4,17.1,14.8,5.8
52.0,28.0,2012-06-12,24,Varias,03:50,16:00,23:59,1111X,SANTANDER,2.0,1013.8,1005.6,CANTABRIA,16.7,6.1,17.7,15.6,13.5,7.2
52.0,30.0,2012-06-13,09,24,02:00,15:50,03:40,1111X,SANTANDER,0.0,1014.4,1008.4,CANTABRIA,11.1,7.3,17.4,15.2,13.0,4.2
52.0,10.0,2012-06-14,24,11,01:10,18:00,04:00,1111X,SANTANDER,0.0,1009.6,1003.9,CANTABRIA,7.8,13.9,20.7,16.3,11.9,2.2
52.0,8.0,2012-06-15,22,14,13:30,14:20,04:50,1111X,SANTANDER,0.0,1011.2,1005.9,CANTABRIA,11.1,13.6,22.6,18.8,15.1,4.7
52.0,35.0,2012-06-16,21,02,10:20,07:50,12:10,1111X,SANTANDER,0.8,1017.3,1009.3,CANTABRIA,9.7,0.0,17.4,15.9,14.4,3.3
52.0,8.0,2012-06-17,00,18,11:30,14:30,01:50,1111X,SANTANDER,4.6,1016.4,1003.8,CANTABRIA,13.6,8.5,20.4,17.7,15.0,5.6
52.0,8.0,2012-06-18,08,24,23:10,16:00,05:50,1111X,SANTANDER,2.4,1014.6,1010.8,CANTABRIA,10.8,0.0,16.5,15.2,13.9,4.2
52.0,8.0,2012-06-19,00,Varias,00:20,12:50,03:40,1111X,SANTANDER,0.4,1010.8,1007.0,CANTABRIA,10.0,0.3,18.1,16.8,15.5,1.9
52.0,27.0,2012-06-20,00,24,17:00,11:30,04:10,1111X,SANTANDER,0.0,1008.0,1002.3,CANTABRIA,8.6,0.3,18.3,17.0,15.8,3.3
52.0,26.0,2012-06-21,23,03,06:30,06:20,03:10,1111X,SANTANDER,0.0,1016.8,999.6,CANTABRIA,20.6,2.6,21.8,18.8,15.7,6.7
52.0,29.0,2012-06-22,Varias,Varias,07:40,12:00,Varias,1111X,SANTANDER,0.0,1019.9,1016.3,CANTABRIA,5.8,4.3,18.2,16.6,14.9,3.3
52.0,7.0,2012-06-23,00,18,13:00,13:30,05:00,1111X,SANTANDER,0.0,1019.6,1017.2,CANTABRIA,10.0,11.1,19.9,16.6,13.2,5.8
52.0,28.0,2012-06-24,22,06,10:20,13:10,00:20,1111X,SANTANDER,0.0,1018.2,1016.5,CANTABRIA,6.7,14.5,20.5,17.6,14.6,2.5
52.0,5.0,2012-06-25,00,14,Varias,11:20,04:50,1111X,SANTANDER,0.0,1017.6,1015.6,CANTABRIA,6.1,14.3,21.0,18.7,16.4,2.5
52.0,99.0,2012-06-26,Varias,24,Varias,11:30,05:20,1111X,SANTANDER,0.0,1015.7,1010.7,CANTABRIA,12.2,7.5,22.1,19.6,17.1,6.7
52.0,25.0,2012-06-27,00,18,18:30,17:00,00:00,1111X,SANTANDER,2.2,1010.7,999.9,CANTABRIA,25.6,7.0,32.8,25.4,17.9,2.8
52.0,28.0,2012-06-28,14,05,00:30,00:00,07:50,1111X,SANTANDER,0.0,1007.2,1004.0,CANTABRIA,9.2,0.0,20.2,18.6,17.1,2.5
52.0,36.0,2012-06-29,21,03,08:20,15:40,21:50,1111X,SANTANDER,0.0,1007.7,1004.9,CANTABRIA,7.2,6.8,22.2,19.2,16.1,4.2
52.0,30.0,2012-06-30,23,04,08:20,07:50,23:10,1111X,SANTANDER,8.2,1015.5,1006.5,CANTABRIA,13.6,0.0,17.7,15.6,13.5,4.4
52.0,28.0,2012-07-01,11,Varias,05:00,15:00,08:00,1111X,SANTANDER,4.4,1017.6,1015.0,CANTABRIA,10.3,6.9,18.1,15.6,13.2,2.8
52.0,7.0,2012-07-02,00,24,15:10,15:50,02:20,1111X,SANTANDER,0.0,1015.5,1012.2,CANTABRIA,6.1,7.7,21.1,17.1,13.1,2.5
52.0,7.0,2012-07-02,00,24,15:10,15:50,02:20,1111X,SANTANDER,0.0,1015.5,1012.2,CANTABRIA,6.1,7.7,21.1,17.1,13.1,2.5
52.0,99.0,2012-07-03,00,24,Varias,16:20,03:10,1111X,SANTANDER,0.0,1012.2,1009.1,CANTABRIA,4.7,12.0,20.6,17.4,14.3,2.2
52.0,34.0,2012-07-04,00,16,12:40,11:50,22:50,1111X,SANTANDER,1.2,1009.1,1007.3,CANTABRIA,8.3,1.5,20.8,17.8,14.9,3.9
52.0,28.0,2012-07-05,23,06,21:30,14:10,02:20,1111X,SANTANDER,2.6,1008.5,1006.5,CANTABRIA,12.8,6.6,20.7,17.6,14.4,3.6
52.0,29.0,2012-07-06,08,24,07:50,12:00,08:10,1111X,SANTANDER,3.8,1008.9,1007.0,CANTABRIA,11.7,7.2,19.7,17.4,15.2,2.8
52.0,30.0,2012-07-07,24,12,14:50,12:00,04:30,1111X,SANTANDER,1.8,1008.8,1003.1,CANTABRIA,12.5,9.6,21.8,18.4,14.9,2.5
52.0,28.0,2012-07-08,21,Varias,00:00,14:20,04:40,1111X,SANTANDER,1.2,1011.6,1008.7,CANTABRIA,10.6,6.7,20.6,18.6,16.6,3.3
52.0,36.0,2012-07-09,Varias,06,17:00,11:00,06:00,1111X,SANTANDER,3.6,1011.7,1009.8,CANTABRIA,6.1,0.0,19.0,17.6,16.3,2.8
52.0,33.0,2012-07-10,Varias,03,15:20,Varias,Varias,1111X,SANTANDER,2.2,1015.3,1010.1,CANTABRIA,8.1,0.0,17.6,16.4,15.3,2.5
52.0,99.0,2012-07-11,22,03,Varias,11:00,06:10,1111X,SANTANDER,0.0,1018.7,1014.5,CANTABRIA,6.7,0.7,17.6,16.0,14.3,3.6
52.0,35.0,2012-07-12,00,24,11:20,13:30,03:50,1111X,SANTANDER,0.0,1018.3,1012.5,CANTABRIA,6.1,7.0,19.6,17.0,14.4,2.2
52.0,29.0,2012-07-13,00,12,17:00,12:00,01:30,1111X,SANTANDER,4.4,1012.5,1003.2,CANTABRIA,14.2,7.8,27.2,21.4,15.6,5.0
52.0,30.0,2012-07-14,22,03,03:40,11:00,22:20,1111X,SANTANDER,3.4,1015.1,1008.9,CANTABRIA,12.8,9.0,19.9,18.4,16.8,6.1
52.0,30.0,2012-07-15,24,03,04:20,11:30,23:40,1111X,SANTANDER,0.0,1022.1,1014.6,CANTABRIA,9.7,11.1,19.6,17.4,15.1,4.2
52.0,8.0,2012-07-16,21,03,14:20,12:00,04:50,1111X,SANTANDER,0.0,1023.1,1021.3,CANTABRIA,12.2,14.6,21.5,17.4,13.3,6.4
52.0,8.0,2012-07-17,00,24,16:10,14:40,03:30,1111X,SANTANDER,0.0,1022.7,1016.5,CANTABRIA,13.3,14.7,23.4,19.2,15.1,7.2
52.0,26.0,2012-07-18,00,06,07:20,13:10,23:10,1111X,SANTANDER,0.0,1016.5,1014.5,CANTABRIA,10.8,8.7,21.1,19.1,17.1,6.1
52.0,30.0,2012-07-19,00,24,02:20,15:00,05:00,1111X,SANTANDER,0.0,1014.7,1011.1,CANTABRIA,6.4,10.6,20.5,18.8,17.0,3.3
52.0,3.0,2012-07-20,22,03,06:10,13:30,23:40,1111X,SANTANDER,0.0,1015.3,1009.8,CANTABRIA,8.1,5.3,21.1,19.0,17.0,4.4
52.0,7.0,2012-07-21,Varias,Varias,Varias,10:50,02:20,1111X,SANTANDER,0.0,1018.6,1014.3,CANTABRIA,7.8,9.6,22.6,19.2,15.7,3.9
52.0,7.0,2012-07-22,Varias,24,15:00,13:30,05:00,1111X,SANTANDER,0.0,1018.6,1016.1,CANTABRIA,11.7,14.1,22.1,18.7,15.3,5.6
52.0,5.0,2012-07-23,00,24,12:10,15:20,Varias,1111X,SANTANDER,0.0,1016.1,1009.1,CANTABRIA,10.6,14.5,23.3,19.5,15.7,5.0
52.0,5.0,2012-07-24,00,14,11:50,11:40,05:20,1111X,SANTANDER,0.0,1009.1,1005.8,CANTABRIA,6.7,14.4,23.7,20.1,16.5,3.1
52.0,24.0,2012-07-25,22,17,22:10,15:50,04:50,1111X,SANTANDER,0.0,1008.3,1006.3,CANTABRIA,4.2,9.0,23.3,20.4,17.5,1.9
52.0,14.0,2012-07-26,21,03,20:30,15:30,03:30,1111X,SANTANDER,3.2,1008.9,1005.3,CANTABRIA,9.2,10.7,24.8,21.9,19.0,4.7
52.0,26.0,2012-07-27,22,03,11:40,14:50,Varias,1111X,SANTANDER,0.0,1010.2,1004.3,CANTABRIA,10.8,9.1,23.5,21.4,19.3,4.4
52.0,35.0,2012-07-28,22,Varias,07:20,13:50,22:00,1111X,SANTANDER,0.0,1012.7,1008.6,CANTABRIA,9.2,0.4,20.6,18.7,16.8,3.6
52.0,8.0,2012-07-29,22,05,19:40,11:30,01:20,1111X,SANTANDER,0.0,1014.2,1011.2,CANTABRIA,5.8,7.9,22.3,19.5,16.7,3.1
52.0,99.0,2012-07-30,12,03,Varias,14:10,05:20,1111X,SANTANDER,0.0,1014.7,1012.6,CANTABRIA,5.3,14.0,22.1,19.2,16.3,2.5
52.0,8.0,2012-07-31,00,17,13:20,15:30,05:20,1111X,SANTANDER,0.0,1013.8,1006.2,CANTABRIA,13.6,13.0,24.4,20.2,16.1,5.3
52.0,30.0,2012-08-01,22,04,21:50,16:00,02:20,1111X,SANTANDER,1.4,1011.2,1007.3,CANTABRIA,6.1,7.9,25.5,22.4,19.3,3.1
52.0,30.0,2012-08-01,22,04,21:50,16:00,02:20,1111X,SANTANDER,1.4,1011.2,1007.3,CANTABRIA,6.1,7.9,25.5,22.4,19.3,3.1
52.0,36.0,2012-08-02,21,Varias,16:50,12:20,03:50,1111X,SANTANDER,0.6,1014.7,1010.7,CANTABRIA,7.8,2.0,20.7,19.0,17.2,1.7
52.0,6.0,2012-08-03,00,17,14:00,16:10,05:00,1111X,SANTANDER,0.0,1013.9,1011.5,CANTABRIA,7.8,13.7,22.8,19.6,16.3,3.6
52.0,26.0,2012-08-04,00,23,07:30,13:00,Varias,1111X,SANTANDER,6.4,1011.7,1006.2,CANTABRIA,6.4,3.3,21.3,19.3,17.3,1.9
